Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bhutan,14.81099987,15.19299984,15.59300041,15.95600033,16.53499985,17.11899948,17.58499908,18.17399979,18.70400047,19.11300087,19.56200027,20.14900017,20.67200089,21.2310009,21.94099998,22.30800056,23.52400017,24.56699944,25.86599922,27.33499908,23.04599953,23.71999931,23.41500092,24.72599983,24.32299995,24.88899994,25.41500092,26.08600044,26.62100029
Botswana,68.89900208,69.24700165,69.65299988,69.90100098,70.16500092,70.34700012,71.45800018,71.39800262,70.10900116,68.65100098,69.6269989,70.47599792,71.38500214,71.15399933,70.7519989,70.43599701,70.18099976,70.12599945,69.72200012,70.05000305,70.3010025,70.83899689,71.17700195,71.41000366,71.66100311,71.91600037,72.17099762,72.43699646,72.73699951
Central African Republic,19.11499977,18.8579998,18.62700081,19.31399918,19.23200035,18.56299973,18.98500061,19.04700089,19.79599953,19.46899986,19.2689991,19.21299934,18.30800056,18.4829998,18.6079998,18.73900032,18.83399963,18.59900093,18.70899963,18.84000015,18.81999969,19.10099983,16.57099915,17.05699921,17.35899925,17.53800011,17.71100044,17.88699913,18.10300064
Canada,85.79599762,86.06500244,86.72599792,86.8219986,86.6289978,86.81600189,86.54799652,86.5,86.57099915,86.90000153,87.35199738,87.13600159,87.34799957,87.39600372,87.84799957,88.15399933,88.48699951,89.08499908,89.86799622,90.34600067,89.93000031,89.89199829,90.18900299,90.34100342,90.43800354,90.33499908,90.5490036,90.65200043,90.72699738
Central Europe and the Baltics,49.52322377,50.24512975,50.62935743,51.30712635,52.32080053,53.83228368,54.37318024,55.26376925,56.13461043,56.96804273,57.04363063,59.32767076,60.664652,61.92420973,63.02664485,64.10579867,64.88433791,65.61171792,67.41616793,68.38461399,68.64943975,69.21722794,70.02276651,70.29093269,71.29333316,72.04275095,71.92908562,72.27962323,72.59662306
Switzerland,79.48899841,81.09500122,81.36799622,80.74500275,80.88800049,81.60900116,82.38800049,83.35500336,83.72799683,83.58300018,84.27799988,84.98000336,85.50800323,85.81600189,86.15699768,86.09799957,86.47899628,85.92099762,86.78600311,86.61000061,86.73899841,86.7440033,86.58499908,86.71700287,87.03099823,87.25700378,87.27100372,87.46399689,87.6289978
Channel Islands,75.93000031,76.4469986,76.82700348,77.09400177,77.38899994,77.77200317,78.06800079,78.37400055,78.64299774,78.94300079,79.25,79.49099731,79.80500031,80.20400238,80.55400085,80.89299774,81.27100372,81.52999878,81.65200043,81.86699677,82.23500061,82.45500183,82.69100189,82.86199951,83.02700043,83.25099945,83.4940033,83.76899719,84.03099823
Chile,78.83200073,78.86199951,77.75900269,80.04199982,80.02400208,79.73500061,81.07700348,81.58799744,82.73699951,83.06199646,82.37400055,83.17500305,83.26200104,82.2539978,82.61499786,82.82499695,83.40499878,83.09300232,83.89700317,84.65499878,84.47799683,84.31099701,84.71600342,84.79499817,84.31099701,84.01399994,83.87999725,84.04100037,84.21299744
China,18.75099945,19.66500092,20.93700027,22.26399994,23.56299973,24.70400047,25.38699913,25.83099937,26.06299973,26.49300003,26.88699913,27.2840004,28.12899971,29.64599991,31.12400055,32.68299866,34.14199829,35.19200134,36.50099945,37.65999985,39.04899979,40.19100189,41.95100021,43.45600128,44.7140007,45.74100113,46.77099991,47.4980011,48.2140007
Cote d'Ivoire,43.55699921,43.59899902,43.77700043,44.5379982,44.76900101,45.03900146,45.07799911,45.58499908,45.87900162,45.64500046,45.81800079,45.47700119,45.18500137,45.99000168,46.60599899,46.68999863,46.99000168,47.04499817,47.45000076,47.60900116,46.88700104,48.10900116,48.6590004,51.33599854,53.38999939,55.24000168,55.75999832,56.23799896,56.69900131
