Country Name,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Bulgaria,16.83499908,16.0510006,15.38099957,14.68299961,13.96000004,13.30000019,12.56299973,11.90799999,11.22299957,10.59899998,7.122000217,8.13599968,8.333999634,8.288000107,6.830999851,6.109000206,5.645999908,5.781000137,5.340000153,5.201000214,4.809000015,4.285999775,4.43900013,4.559999943,4.328999996,4.248000145,4.532000065,4.472000122,4.402999878
Bahrain,0.213,0.209999993,0.202999994,0.202999994,0.201000005,0.200000003,0.199000001,0.194999993,0.194000006,0.194999993,0.191,0.169,0.148000002,0.128999993,0.112000003,0.097000003,0.082999997,0.071000002,0.059,0.050000001,0.050999999,0.050999999,0.050999999,0.050999999,0.050999999,0.048999999,0.048,0.046999998,0.045000002
"Bahamas, The",1.434999943,1.422999978,1.389999986,1.606999993,1.049999952,1.218000054,1.94599998,1.228000045,0.930000007,1.148000002,1.389000058,1.649000049,0.58099997,0.430000007,0.340999991,0.472000003,0.237000003,0.725000024,0.521000028,0.513000011,0.500999987,0.499000013,0.488000005,0.476999998,0.463999987,0.453999996,0.44600001,0.439999998,0.432999998
Bosnia and Herzegovina,21.57299995,21.33300018,21.13199997,21.01799965,20.93799973,21.05900002,20.96199989,20.77400017,20.62199974,20.42499924,20.21999931,20.01300049,19.79899979,19.59600067,19.39599991,19.18600082,18.96800041,18.77700043,18.59600067,18.36499977,18.16300011,17.95599937,17.77099991,17.53100014,17.32900047,17.07900047,16.93600082,16.7310009,16.5359993
Belarus,8.126000404,8.086000443,8.052000046,8.005999565,7.967000008,7.921999931,7.813000202,7.734000206,7.668000221,7.602000237,7.538000107,7.473999977,7.403999805,7.328000069,7.254000187,7.181000233,7.109000206,7.03399992,6.973999977,6.90199995,6.831999779,6.769999981,6.706999779,6.643000126,6.585999966,6.653999805,7.281000137,7.209000111,7.140999794
Belize,4.493999958,4.488999844,4.443999767,4.355000019,5.897999763,4.96600008,5.831999779,5.048999786,6.127999783,5.56799984,5.053999901,4.586999893,4.092000008,3.64199996,3.234999895,3.49000001,3.767999887,4.010000229,4.236000061,4.453999996,4.670000076,4.881000042,4.913000107,4.763000011,4.747000217,3.078999996,5.276000023,5.232999802,5.181000233
Bolivia,41.26599884,41.23099899,41.01900101,40.82699966,40.65299988,40.43700027,40.21300125,39.93000031,39.97499847,37.22999954,42.26100159,39.12099838,34.43299866,34.44800186,37.10400009,37.01800156,36.52099991,31.33200073,30.75300026,30.60199928,30.39800072,27.28199959,29.19400024,31.37700081,28.30999947,29.9260006,28.37700081,28.25200081,28.13199997
Brazil,14.31900024,14.28100014,14.25199986,14.20300007,14.12199974,12.88199997,12.98200035,12.84899998,13.31299973,14.4090004,15.4829998,15.93700027,15.58100033,15.66399956,15.66499996,14.74699974,13.79100037,13.02900028,12.14599991,11.56700039,11.00899982,5.900000095,5.665999889,5.210000038,5.052000046,4.758999825,4.289000034,4.230000019,4.157000065
Barbados,4.354000092,4.301000118,4.245999813,4.177999973,4.149000168,4.118999958,4.053999901,3.782999992,3.529999971,3.278000116,3.114000082,2.95600009,2.803999901,2.660000086,2.513000011,2.380000114,2.247999907,2.118000031,2.005000114,1.889000058,2.203999996,2.088000059,1.940999985,1.325999975,1.567000031,1.840000033,1.81400001,1.789999962,1.768000007
Brunei Darussalam,1.636999965,1.539000034,1.450999975,1.366000056,1.281000018,1.217000008,1.161000013,1.100999951,1.055999994,1.011999965,0.94599998,0.888000011,0.838999987,0.797999978,0.759000003,0.713999987,0.670000017,0.637000024,0.593999982,0.561999977,0.529999971,0.497999996,0.469999999,0.44600001,0.481000006,0.486999989,0.444000006,0.430000007,0.423000008
Bhutan,79.54499817,79.15599823,78.76599884,78.39099884,77.83000183,77.27899933,76.83399963,76.25900269,75.71399689,75.24199677,74.71900177,74.09100342,73.59300232,73.01699829,72.34899902,72.05899811,70.57800293,69.30899811,67.71399689,65.93000031,68.32499695,66.96099854,66.30699921,66.8809967,66.42199707,65.89099884,65.41300201,64.80699921,64.3219986
Botswana,10.97999954,10.81799984,10.67800045,10.55099964,10.40200043,10.26799965,11.55500031,12.7329998,14.98499966,17.12100029,15.52299976,13.91499996,12.27000046,13.56499958,14.99300003,16.30599976,17.52300072,18.68099976,19.95100021,19.70400047,19.52499962,19.11199951,18.85300064,18.68600082,18.45599937,18.27899933,18.0720005,17.8579998,17.62100029
Central African Republic,72.14900208,72.71800232,73.02100372,72.23799896,72.08499908,73.67199707,73.39299774,73.23000336,72.49500275,72.93699646,73.19300079,73.25800323,74.4509964,74.23999786,74.03099823,73.53500366,73.13600159,72.93699646,72.82099915,72.65799713,72.63999939,72.31900024,76.34300232,76.07499695,75.86199951,75.54100037,75.26100159,74.98500061,74.63700104
Canada,2.385999918,2.292000055,2.371000051,2.296000004,2.118999958,2.092000008,2.036999941,2.061000109,1.940000057,1.65199995,1.343000054,1.361999989,1.322000027,1.286000013,1.353999972,1.38499999,1.307000041,1.207000017,1.192999959,1.110999942,1.095999956,1.111999989,1.085000038,1.054999948,1.014000058,1.136999965,0.963,0.947000027,0.934000015
Central Europe and the Baltics,21.52576653,22.26721972,22.59774337,23.13429299,23.01928987,21.60863384,22.11940303,21.65823922,21.65220293,21.21105384,20.79986869,18.28223804,17.22965132,15.55242109,15.16939782,14.09874689,13.38110228,12.84094164,12.70796324,12.85657186,12.35018966,11.98450728,11.43572374,10.87006173,9.999425006,8.883511316,8.669240712,8.528714059,8.406241496
Switzerland,3.961999893,4.005000114,4.197000027,4.085000038,3.744999886,3.342000008,3.711999893,3.778000116,3.660000086,4.010000229,3.38499999,3.346999884,3.262000084,2.885999918,2.835999966,2.709000111,2.790999889,2.667999983,2.444000006,2.677000046,2.857000113,2.951999903,2.767999887,2.704999924,2.871999979,2.857000113,2.586999893,2.552000046,2.517999887
Channel Islands,4.625,4.571000099,4.514999866,4.455999851,4.388999939,4.328999996,4.265999794,4.209000111,4.169000149,4.116000175,4.06099987,4.014999866,3.963999987,3.901000023,3.852999926,3.803999901,3.746999979,3.701999903,3.657999992,3.611999989,3.54399991,3.499000072,3.453999996,3.411000013,3.359999895,3.316999912,3.272000074,3.224999905,3.178999901
